,beer_id,username,review
450,106164,bpgpitt10,"A: Great red color. Served with a nice two finger white head that leaves lacing and is downright thick. Not sure what else I could ask for. S: Malt with some spice to it. Citrus that is totally on the lemon side rather than orange/grapefruit/mango. T: Mild sweetness that is balanced with the lemon coming through on the palate. Really low overall residual bitterness. The more I drink it, the more the bitter hangs around a little. It's not overpowering at all though. Light alcohol burn at the end... not necessarily bad though. M: Medium. Maybe a little on the light side. Nothing to write home about. O: Solid beer that I'd have another one of. It doesn't do anything amazing, but it's a solid offering and worth a try."
458,84394,drabmuh,"Served on draft at CK, served in a snifter, reviewed from notes. This beer is odd to put it politely, to be less polite, it spent enough time in the barrel to remove any interesting hop character but not long enough to pick up a lot of barrel character, the resulting beer is a dull bland shadow of an IPA that I completely don't understand as a beer. Beer is orangish with a mild haze and some wispy head, mostly clear, looks like beer. Aroma is mildly oaky, some whiskey / booze. Beer is light in body and finishes a little dry with minimal bitterness and some liquor / alcohol / oakiness up front. There is no tannic character to the beer and the overall is just a disappointment. Maybe I just don't like barrel aged IPAs but I have yet to have one that I thought, ""Yeah, this did improve the beer."" IPAs are one of those beers that is close to impossible to improve through the exposure to time, oxygen, and wood. Not saying it cannot be done but this is yet another example in a growing postulate of mine that this is not likely to yield good results. Not a repeat for me."
460,84394,kylehay2004,"Single finger head on a clear deep golden body. Some lacing. Mild hops, mostly citrus and metallic notes with oak on the nose. The flavor is interesting with the oak mixing with earthy and metallic hops making a very herbal flavor. Sounds confusing but that's how this beer went. Medium body ad moderate carbonation. Never had a sessioned IPA barrel aged. Unique making it a must try. I am guessing te ABV listed for this one was off a bit but it was advertised at 4.5."
466,125646,VoxRationis,"Decanted from a 16 oz (473 ml) can into a Tree House snifter; produced on 10/25/2017 -- three days ago. A: Pours a very cloudy, bright, light orange color with a one inch head, good retention, and robust lacing. S: The fragrance reaches out to the nose from a distance while decanting. Aromas of mango, orange, pineapple, and peach predominate. Pepper/pine/spice notes. T: Largely follows the nose with flavors of peach and orange dominant. Bitterness kicks in slowly, leading to a refreshing finish. M: Medium bodied with solid carbonation. Creamy and smooth. O: This is really a great New England style DIPA, honestly the best that I have had. Certainly worth a trip to the brewery."
470,125646,HankSingle,"Goodness, me. A gift from a friend, just back from Western MA. I thought it looked a little light - a beautiful, bright, luminous light orange, hazy as the name suggests, but it seemed pale for the stats. Everything else, though. Ripping fruits on the nose, this drinks like the most perfectly balanced mimosa - fresh squeezed orange juice and kinetic effervescence...it's impossible to connect this beer with its alcohol content until after you've finished it, it is just so light, and so lovely. Soft and creamy on the tongue, it leaves the exactly perfect trail of crisp bitterness on the release. I loved this beer, very close to the best one I've ever had, I think. I was shattered when it was gone."
472,125646,Holderness,"Canned 12 days ago. L — See: Name S — Orange, cream, chalky yeastiness, mango, guava, and, interestingly, a touch of spirulina/chlorella T — Peach and orange dominate the palate. Reminds me more of Julius than Green, but has less of that orange creamsicle quality. Also getting pineapple, papaya, mango, and white bready malts F — Smooth, gently creamy, fluffy texture. Medium- mouthfeel, medium carb. Immensely smooth and drinkable for the ABV. Practically no bitterness, save for a slight tea-like quality between sip and finish. Semi-sweet O — Even though it doesn’t quite top the perfection that is Julius/Green, this is still my favorite DIPA to date. I simply cannot believe that this is 8.2% ABV. Drinking blind, I would guess 5.5% 94/100 EDIT(9/13/18): 2-week-old can. Reaffirming all above notes. It is so hard to not chug this. Straight peach juice"
473,125646,bubseymour,Do you really need another review? What’s not to like here?
479,125646,yasky,"Near opaque light orange pour, dare i say hazy, thumb sized head, good retention, lacing. Aroma of melon, orange, peach. Orange juice up front, very light dankness, pineapple, canteloupe, peach. Medium body, smooth mouthfeel, perfect for this type of beer. Damn."
486,63496,Onenote81,"Stopped in here with the family for lunch before we headed to Pilot Mt State Park. I've been here in the past and they haven't had any beer at the time. Used to just have 2 offerings. They now have 4, all of which were on tap. I ordered this one as I am a sucker for IPAs. The bartendress wasn't sure if this was an American or English style. I labelled it American from the hop profile. Came out a very dark rusty copper color with a thin white head on it. Little retention, but there were many pretty sip rings left after each sip. The nose was pretty basic with some floral tones and a sharp hoppy scent. Decent body on this one. Moderate carbonation. Good depth. Wonderful bitter hops all over this one. Some faint orange sweetness, grass, and more hops. This one is a hop-head beer for sure. Wasn't sure what to expect from this little place, but if this is any indication of what the rest of their lineup is like, I'll be back to try the rest. Good beer."
487,58482,Gavage,"Appearance: orange in color with some yellow highlights. A one finger head lingers around a while. Smell: bread and a spicy yeast aroma is very pleasant on the nose. Taste: bready caramel base with a very spicy yeast flavor that comes through quite strongly. Bitterness is a bit mild, and there is a soft fruit sweetness in the background. Mouthfeel: lightly crisp throughout. Medium bodied. Aftertaste is long as the yeast spiciness lingers in the mouth. Drinkability: this beer went down quite easily and after the second glass, I could have had another. Nice new addition to the regular lineup."
488,58482,ATPete,"12oz bottle Pours a hazy yellow color with a medium sized white head. Lots of banana in the aroma right from the get go, bready yeast, clovey wheat beer like spice and a mild dosage of hops. Good flavor, definitely Belgian inspired, i like the serious malt structure here, bready again with just enough sweetness to match. IMO this beer needs more hops, i know they are going for a balanced Belgian/American Pale Ale here but a little added bitterness and crispness from another peppering of hops wouldnt hurt this beer any. None the less another solid offering from Weyerbacher and one im glad to have year round. The artwork and package design is great as well, i think this is the visual direction Weyerbacher needs to take in order to put their beer in more peoples hands."
