beer_id,username,text,score,name,style
828,RBorsato,"Hazy medium gold color with a low white head and fairly low carbonation. Nice balanced fruity, hop (a bit resiny), and light malt aromas. Fruity and nicely hopped flavor; not overly bitter and about perfect for an English Ordinary Bitter. Light bodied and refreshing with little to no bitterness on the finish. Awesome session brew ! Just wish it were a bit cheaper... Per Label: ""Live Bottle Conditioned Beer"" & ""English Challenger hops"" & ""Marris Otter malt fermented slightly warm"" 1998 GBBF - CMARA Supreme Champion Beer of Britian 1999 ""The Beauty of Hops"" - Supreme Champion Bought: 12/19/03 (L165-03 on label - Julian ?) Tasted: 03/03/04 ($3.99 / 16.9 oz / 50cl fat brown bottle w/ long neck)",4.89,Bluebird Bitter,English Bitter
832,BruceLombardo,"This is a biased review. I have drank this for over 20 years. It is my favorite beer of all time, and I go out of my way to special order it for my use. I have drank many beers, but this one I search for, going to small liquor store to liquor store. It is a beer I love because of its quirkiness. I like the bubbly feel, I love the smell of a fresh opened bottle, and I enjoy that small sweetness that comes with every experience. Thank you, Dundee. Probst!",4.61,Original Honey Brown Extra Rich Lager (Beer Brewed With Honey),American Amber / Red Lager
833,kdawg105,"I love this beer. It pours to a nice head that sticks to the glass all the way down. Th e smell is definetly of hops and malts. The taste is great it has a great balance of hops and malts, with a medium mouthfeel and one hell of a drinkablility. I really recommend you try this Pale Ale you will truly be satisfied.",5.0,Samuel Adams Pale Ale,English Pale Ale
836,Marccregan,A phenomenal beer and the best Brooklyn makes. And that is saying something because Brooklyn Makes great beers!,4.85,Brooklyn Pennant Ale '55,English Pale Ale
837,skeeter-coors,This is my go to when on the job site. See video https://youtu.be/RZDr640mNGA,5.0,Coors Light,American Light Lager
838,tonybiblerocks,"In a word, Perfect. Best Porter I've ever had after 20 years of drinking beer. Smooth, smooth, smooth! Yummy. I picked it up because of its unassuming label, quite simple. St.Peters also makes a stout you must have too. I've only seen them in specialty shops here in south TX. 'Nuff said.",5.0,St. Peter's Old-Style Porter,English Porter
846,Deus1138,"Got this out of a sampler pack. I wrestled over trying this, or just enjoying the Black Lager. Where has this beer been all my life?? WOW!! Pours a reddish copper color with not too much carbonation, but an ample amount of head. The smells is mostly of sweet caramel malts. Taste: WHOA! Talk about smooth, sweet, and balanced!! There' s just so much right about this beer! I have always been a huge fan of Boston Lager and pretty much everything (I don't think anyone really likes the Cranberry Lambic) they put out, but this one takes the cake! I have a new favorite from Sam Adams, and possible a new favorite beer! Drinkability is excellent!! You can sip and savor, or throw it back fast. It's just so delicious and easy to drink! I hope to find it in cases or six packs, but some of the posts here lead me to believe that might not be possible!",5.0,Samuel Adams Scotch Ale,Scotch Ale / Wee Heavy
848,transitionbikes93,"The 5 star rating may be confusing, but compared to other Mexican beers, this deserves 5 stars. If your like me, you like bolder beers. Tecate, bold? I know your thinking, what the hell is wrong with this guy??? But as I mentioned before, I am comparing this to other Mexican beers (Corona, Sol, Modelo, Dos Equis) this is definitely on the bolder side. I can actually taste a little bit of hop. It's watery compared to beers I REALLY enjoy(Dales Pale Ale, Laggunitas Brown Shugga, Starr Hill Northern Lights IPA) but those beers are in a COMPLETELY different category. I love good beer, but I am no beer snob. Most weeks I can't afford the good stuff. So I drink a lot of lower end beer. And as awful as it sounds, I don't think its that bad. I actually enjoy the taste of an AAL. So yes, it gets 5 stars from me, because compared to other Mexican beers this actually tastes like beer. Look-golden amber, looks good for what it is Smell-Like a corn adjuncted aal Taste-typical aal with some citrusy hop, and some sweet grainy malts Feel-bubbly, smooth, grainy dry finish Overall-my favorite Mexican cerveza yet!",5.0,Tecate,American Adjunct Lager
857,janubio,"Served in the Westvleteren glass. Dark brown colour, with amber tones when held against the light. Medium off white head that fades soon, leaving a ring around the glass. Small crying lace. Aroma is exceptional, raisins, dates, chocolate, candy sugar, toffee, some diacetyl notes, anise, wood, brandy, even some coffee. Medium body, creamy and oily texture, good carbonation. Sweet caramel finish. Taste is exceptional too, just following the aroma: Chocolate, anise, dates, raisins, brown sugar, licorice, notes of coffee, brandy... Just one of the best.",5.0,Trappist Westvleteren 8 (VIII),Belgian Dubbel
862,AGRIPINO,One of the best for an Friday after work on the patio.,5.0,Harp Lager,European Pale Lager
867,putnam,"The liquid that emerged from this bottle looked different. It had a soft, thickness that made the cascade of gold and bubbles seem to occur in slow motion. A tall, melting frame of mousse settled down efficiently allowing me to bring it to my nose. The aromas were subtle and deep with resonant, bass earth notes dominant while allowing for a suggestion of nectar to spiral upward. But this isn't necessarily a beer for smelling. It's for serving cool and letting the liquid warm up in the mouth while it releases a gorgeous alpine incense of sun-baked grasses, plump storage grains and pressed flowers. Subtle, but enchanting...and emminently drinkable. Here's the test: As the drink gets warmer the balance seems even more sure. And the finish! every sip begs to be followed by another. A natural puzzle of lilting, serene deliciousness wants me to solve it! Another sip. Now a generous drag from the glass. That's great lager man! I credit the greatness of this beer to the fact that Friuli was once ruled by the Hapsburgs. It should be compared to other great beers from that empire such as Pilsner, Budweijc, and Vienna Lager.",4.6,Birra Moretti,European Pale Lager
870,choll,Nice cheap beer. Nothing offensive about it. Just a low priced beer for when you want a beer. Enjoy.,5.0,Hamm's,American Adjunct Lager
871,Ancora_Imparo,"Questa è la migliore birra italiana. This is by far the best Italian beer that is easily found in the States. It smells of sweet caramel and has a subtlety sweet taste to go with it. Gives a full feel in the mouth and easily goes down. A friend of mine from Naples swears that this is the best macro brewery of Italy, and I agree.",5.0,Birra Moretti La Rossa,German Doppelbock
875,Nikihen,My fav.,5.0,Old Engine Oil Black Ale,English Porter
902,bk3nj,very tasty. the caramel is nice accent,4.94,Saranac Caramel Porter,American Porter
903,tj4288,"poured from 12 oz bottle into flared pilsener glass a- beautiful dark golden picturesce body with some visable carbonation on the swirl. nice dense head lasted long and left solid but thin rings of lacing. s- complex hoppy backbone with some sweet fresh malt on the tail end. earthy, fresh. t- taste is similar to smell. complex hops. only pleasantly bitter. perfectly balanced. m- perfect balance between drinkability and light body. not overly carbonated. d- excellent. i cant wait to get my hands on more of this stuff. i must say this was totally unexpected to get a perfect 5 out of a mixed six pack of saranac. wow. an awesome overall beer.",5.0,Saranac Adirondack Lager,German Pilsner
906,OMGTheyKilkenny,"12 oz. bottle into a Guinness pint glass. A- Deep mahogany, barely translucent. Almost two inches of tan/cream-colored head. Healthy lacing. S- Toasted malts and lager yeasts hit the nose the strongest (naturally). Milky with hints of cocoa. Creamy and sweet. T- The deep, rich, malty taste of a milk stout, with the slightly bitter, hoppy back of a lager; just what you want in a black and tan. Lots of flavor, subtle notes of coffee, semi-sweet chocolate, and oak, but not too strong. Generally, very well balanced. MF- Surprisingly light and crisp. Not nearly as heavy as I expected. Medium carbonation. Leaves just a slight coating on the mouth afterward. D- I don't always drink bottled black and tan beers, but when I do, I prefer Saranac. I could drink this beer all day. It has all the stout and lager flavor you're looking for without the heaviness. Tons of flavor in a very lightweight package. Just enough lager flavor to support the stout, which takes center stage (as it should). I'm a huge Saranac fan, and this beer is just one of the reasons why.",4.68,Saranac Black & Tan,American Porter
909,ldb322,"George Killian's Irish Red has been my go to beer for years. I have been branching out and trying other beers but I always come back to this one. Before I even new what I liked in beer, I found this to be my favorite. Definitely a must try. And if you don't like it, you can send me the rest of the six pack and I'll drink it for you.",5.0,George Killian's Irish Red,American Amber / Red Lager
910,Stoven5,"This is beer at its its best, maybe years ago was better but still great today. Hard to find in the USA where I live but never mind, Ontario and LCBO's are only 200 miles away and they sell it in 500ml cans about 17ozs. For many beer lovers not enough hops or even any , well fine but for me this is good beer. I did grow up in the UK so may sound one sided but also lived in Germany 2 years ,Australia 10 years, two so called beer drinking nations.",5.0,Abbot Ale,English Pale Ale
